MJ文字図形名	対応するUCS(参考)	総画数	読み(参考)
MJ015546	U+6E20	12	キョ・ゴ・かれ・なんぞ・みぞ・いずくんぞ
MJ015550	U+6E23	12	サ・シャ
MJ015555	U+6E27	12	テイ・テキ・ダイ・チャク・しずく・こす・なく
MJ015563	U+6E2E	12	カ
MJ015564	U+6E2F	12	コウ・グ・ゴウ・みなと
MJ015566	U+6E2F	11	コウ・みなと
MJ015571	U+6E33	12	ビ・ミ・ビン・ミン・ベン・メン
MJ015576	U+6E36	12	エイ・ヨウ
MJ015606	U+6E52	12	シュウ
MJ015616	U+6E5B	12	タン・チン・ダン・ジン・セン・テン・シン・イン・しずむ・たたえる
MJ015631	U+6E67	12	ユウ・ヨウ・わく
MJ015638	U+6E6E	12	イン・エン・エイ・エツ・エチ・しずむ・ふさぐ
MJ015640	U+6E6E	12	イン・しずむ・ふさぐ
MJ015647	U+6E72	12	カン
MJ015650	U+6E74	11	ハン・ヘン・バン・どろ
MJ015658	U+6E7C	12	ネツ・ネ・デツ・ネチ
MJ015661	U+6E7E	12	ワン
MJ015664	U+6E80	12	バン・ボン・マン・モン・みたす・みちる
MJ015671	U+6E8F	13	トウ
MJ015676	U+6E93	13	レン・デン・ネン・カン・ガン
MJ015686	U+6E9D	13	コウ・みぞ
MJ015693	U+6EA2	13	イツ・シツ・イチ・シチ・ジチ・シ・ジ・あふれる・みちる
MJ015694	U+6EA2	13	イツ・あふれる
MJ015698	U+6EA5	13	フ・ホ・ハク・あまねし
MJ015704	U+6EAA	13	ケイ・たに
MJ015712	U+6EB2	11	ソウ・シュウ・シュ・ひたす・ゆばり
MJ015714	U+6EB2	10	ソウ・ひたす
MJ015715	U+6EB2	12	ソウ・シュウ・シュ・ひたす・ゆばり
MJ015724	U+6EBA	13	デキ・ニョウ・ジャク・ジョウ・ダク・ニョク・ニャク・おぼれる
MJ015730	U+6EBF	13	そい
MJ015739	U+6EC7	13	シン・テン
MJ015744	U+6ECB	12	ジ・シ
MJ015745	U+6ECB	13	ジ・シ・しげる
MJ015746	U+6ECB	13	ジ・シ・しげる
MJ015756	U+6ED4	13	トウ・はびこる
MJ015757	U+6ED5	15	トウ・ドウ・わく・あがる・あげる
MJ015759	U+6ED5	15	トウ・わく
MJ015766	U+6EDB	13	イン
MJ015774	U+6EEC	14	コ・ゴ
MJ015780	U+6EF0	14	キョウ・ゴウ・ケイ・ギョウ
MJ015784	U+6EF4	14	テキ・しずく・したたる
MJ015795	U+6EFE	14	コン・たぎる
MJ015797	U+6EFF	14	マン・みちる
MJ015799	U+6F01	13	ギョ・リョウ
MJ015816	U+6F11	14	ガイ・カイ・キ・ケ・そそぐ
MJ015817	U+6F11	14	ガイ・カイ・キ・ケ・そそぐ
MJ015819	U+6F11	15	ガイ・カイ・キ・ケ・そそぐ
MJ015820	U+6F11	13	ガイ・そそぐ
MJ015821	U+6F11	15	ガイ・そそぐ
MJ015822	U+6F11	15	ガイ・そそぐ
MJ015832	U+6F1A	14	ウ・オウ・オ・かもめ・ひたす・あわ
MJ015839	U+6F20	14	バク・マク・ミャク
MJ015842	U+6F22	14	カン・タン
MJ015844	U+6F23	13	レン・ラン・さざなみ
MJ015850	U+6F28	13	ホウ・ボ
MJ015854	U+6F2B	14	マン・バン・そぞろに
MJ015858	U+6F2D	15	ボウ・モウ
MJ015865	U+6F33	14	ショウ・ソウ
MJ015874	U+6F3B	14	リョウ・リュウ・レキ
MJ015875	U+6F3B	14	リュウ・リョウ・ル・レキ
MJ015880	U+6F3E	14	ヨウ・ただよう
MJ015896	U+6F54	15	ケツ・ケチ・いさぎよい
MJ015898	U+6F54	15	ケツ・ケチ・いさぎよい
MJ015899	U+6F54	15	ケツ・いさぎよい
MJ015908	U+6F5B	15	ゼン・セン・ひそむ
MJ015909	U+6F5B	17	ゼン・セン・ひそむ
MJ015910	U+6F5B	17	ゼン・セン・ひそむ
MJ015911	U+6F5B	15	ゼン・セン・ひそむ
MJ015923	U+6F64	16	ジュン・ニン・うるおう・うるむ・うるおす・めぐみ・つや
MJ015934	U+6F6D	15	タン・ドン・ニン・シン・ジン・イン・ふかい・ふち
MJ015936	U+6F6E	15	チョウ・ジョウ・しお
MJ015939	U+6F6F	15	ジン・ふち
MJ015945	U+6F74	14	チョ
MJ015950	U+6F78	15	サン
MJ015955	U+6F7C	15	ドウ・トウ・ズ・ツ・シュ・ショウ
MJ015957	U+6F7E	15	リン・ラン・レン・きよい
MJ015959	U+6F7E	15	リン・きよい
MJ015961	U+6F7F	15	イ
MJ015963	U+6F80	17	ジュウ・しぶい
MJ015964	U+6F80	17	シュウ・ジュウ
MJ015967	U+6F82	15	チョウ・すます・すみ・すむ
MJ015968	U+6F82	14	チョウ・ジョウ・すます・すみ・すむ
MJ015991	U+6F98	15	サン
MJ015994	U+6F9A	14	
MJ015998	U+6FA0	16	ジョウ・ベン・ショウ・ビン・ミン
MJ016003	U+6FA4	16	ジャク・セキ・シャク・ダク・エキ・ヤク・タク・さわ
MJ016004	U+6FA4	18	ジャク・セキ・シャク・ダク・エキ・ヤク・タク・さわ
MJ016012	U+6FAB	16	マン・ボン・モン・みちる・みたす
MJ016013	U+6FAB	16	マン・バン
MJ016014	U+6FAB	16	マン
MJ016019	U+6FAF	16	サン
MJ016024	U+6FB3	15	オウ・おき・くま
MJ016029	U+6FB7	16	マン
MJ016036	U+6FBE	15	タツ・タチ・なめらか・すべる
MJ016042	U+6FC2	16	レン
MJ016044	U+6FC4	15	カ・ワ・うずまく
MJ016048	U+6FC6	16	フン・ブン・ホン・わく・ほとり
MJ016051	U+6FC8	15	シュウ・ソウ・ゾウ
MJ016065	U+6FD8	17	ネイ・ぬかる
MJ016069	U+6FDB	17	モウ・ボウ・モ・こさめ
MJ016070	U+6FDB	16	モウ・こさめ
MJ016076	U+6FE0	17	ゴウ・ほり
MJ016085	U+6FE8	17	シ・ジ
MJ016088	U+6FE9	17	カク・コ・ゴ・ワク
MJ016097	U+6FEF	17	タク・ジョク・シャク・トウ・ジョウ・サク・ザク・あらう
MJ016099	U+6FEF	17	タク
MJ016102	U+6FF1	18	ヒン・はま
MJ016103	U+6FF1	18	ヒン・はま
MJ016109	U+6FF9	17	ボク
MJ016120	U+7001	18	ヨウ
MJ016128	U+7007	17	オウ・コウ
MJ016135	U+700E	18	バツ・マチ・ベツ・メチ
MJ016138	U+7010	18	セン・バク
MJ016144	U+7015	20	ヒン・ほとり
MJ016151	U+701A	19	カン・ひろい
MJ016153	U+701B	19	エイ・うみ
MJ016154	U+701B	19	エイ・ヨウ・うみ
MJ016155	U+701B	20	エイ
MJ016156	U+701B	19	エイ・ヨウ・うみ
MJ016159	U+701E	17	セイ・とろ
MJ016161	U+701E	19	セイ・ジョウ・とろ
MJ016162	U+701E	19	とろ・どろ
MJ016163	U+701E	19	とろ
MJ016165	U+701F	20	ショウ
MJ016168	U+7021	18	スイ・なめらか
MJ016170	U+7022	18	イ・タイ・デ
MJ016176	U+7026	19	チョ・ト・ツ
MJ016178	U+7027	19	ロウ・ル・リュウ・リョウ・ソウ・たき
MJ016179	U+7027	18	ロウ・たき
MJ016180	U+7027	19	ソウ・リョウ・ル・ロウ・たき
MJ016181	U+7027	19	ロウ・たき
MJ016182	U+7027	19	ロウ・たき
MJ016208	U+703E	19	ラン・なみ
MJ016211	U+7041	20	エン
MJ016216	U+7044	21	ショウ・ジョウ・ニョウ・ジュウ・ニュウ
MJ016220	U+7047	21	ソウ
MJ016224	U+704A	21	シン・セン・ゼン
MJ016227	U+704C	21	カン・そそぐ
MJ016237	U+7058	21	ダン・タン・カン・ナン・なだ・せ
MJ016257	U+7068	27	カン
MJ016263	U+706E	6	コウ
MJ016264	U+706E	6	コウ
MJ016266	U+7070	6	カイ・ケ・はい
MJ016276	U+7077	8	セン
MJ016277	U+7078	7	キュウ・ク・やいと
MJ016283	U+707C	7	シャク・やく
MJ016285	U+707D	8	サイ・わざわい
MJ016287	U+7081	8	キ
MJ016296	U+7089	8	ロ
MJ016332	U+70AC	9	キョ・コ・ゴ
MJ016334	U+70AD	9	タン・すみ
MJ016336	U+70AE	9	ホウ・ビョウ・ヒョウ・あぶる
MJ016342	U+70B3	9	ヘイ・ホウ・ハウ・ヒョウ・あきらか
MJ016347	U+70B7	9	シュ・たく
MJ016386	U+70E4	10	コウ
MJ016414	U+7108	11	キ
MJ016446	U+712B	12	ゼツ・ネチ
MJ016466	U+7141	13	シン・ジン
MJ016474	U+7149	12	レン・ラン・ねる
MJ016481	U+714E	13	セン・いる・にる
MJ016486	U+7152	13	イ・キ・ひかり・ひかる・あきらか・かがやく
MJ016488	U+7152	13	イ・ひかり・ひかる
MJ016493	U+7156	13	ダン・あたたか・あたためる
MJ016496	U+7159	13	エン・イン・けむる・けむり・けむい
MJ016506	U+7162	13	ケイ・ギョウ
MJ016508	U+7162	13	ケイ
MJ016528	U+717A	13	タイ
MJ016532	U+717D	14	セン・あおり・あおる・おだてる・おこる
MJ016534	U+717D	14	セン・あおり・あおる・おだてる
MJ016546	U+7188	15	キ
MJ016562	U+7194	14	ヨウ・とける
MJ016576	U+71A2	14	ホウ・のろし
MJ016580	U+71A5	14	トウ・ツ・あたためる
MJ016596	U+71B3	15	マン・そぞろに・ひろい・みだり・みだりに
MJ016606	U+71BE	16	シ・さかん・おき
MJ016608	U+71BF	15	オウ・コウ・かがやく
MJ016610	U+71C1	16	ヨウ・ユウ・オウ・かがやく・さかん
MJ016612	U+71C1	15	ヨウ・かがやく・さかん
MJ016613	U+71C1	16	ヨウ・かがやく・さかん
MJ016616	U+71C2	16	セン・ゼン・シン・ジン・タン・あたためる
MJ016630	U+71D0	16	リン・おにび
MJ016632	U+71D0	17	リン
MJ016647	U+71E0	16	イク・ウ・あたたかい
MJ016654	U+71E7	16	スイ・ズイ・のろし・ひうち
MJ016656	U+71E7	16	スイ・のろし・ひうち
MJ016657	U+71E7	17	スイ・のろし・ひうち
MJ016664	U+71EE	17	ショウ・やわらげる
MJ016672	U+71F5	16	タツ
MJ016678	U+71FB	17	クン・くすべる
MJ016682	U+71FF	18	ヨウ・ソウ・ショウ・シャク・ヤク・かがやく
MJ016692	U+7207	19	ネツ・ゼツ・ネイ・ゼイ・ネチ・やく
MJ016695	U+7209	19	ラフ・ロウ・リョウ
MJ016709	U+7217	20	ヨウ・ユウ・オウ・かがやく
MJ016713	U+721B	20	ラン・ただれる
MJ016717	U+721F	21	カン・ケン・ゲン・やく・あつい・たいまつ
MJ016724	U+7224	25	ラン・ただれる
MJ016729	U+7228	29	サン・かしぐ・かまど
MJ016730	U+7228	30	サン・かしぐ・かまど
MJ016731	U+7228	30	サン・かしぐ・かまど
MJ016741	U+7230	9	エン・ここに・ここ
MJ016744	U+7232	12	イ・なす
MJ016748	U+7235	18	シャク・サク・さかずき
MJ016750	U+7236	4	フ・ちち
MJ016752	U+7238	8	ハ・バ・ヘ・ちち
MJ016754	U+7239	10	タ・ダ・チャ・テ・ちち
MJ016756	U+723A	13	ヤ・じじ
MJ016758	U+723B	4	コウ・まじわる・めめ
MJ016763	U+723E	14	ジ・ニ・しかり・なんじ・のみ・その
MJ016767	U+7240	7	ショウ・ソウ・ゆか・だい・ねだい・こしかけ・とこ
MJ016774	U+7246	16	ショウ・ヘイ・かきね・かき・かこい
MJ016776	U+7247	5	ヘン・かた
MJ016777	U+7247	5	ヘン・かた
MJ016783	U+724C	12	ハイ・バイ・ふだ
MJ016787	U+7250	11	ソウ
MJ016792	U+7253	14	ボウ・ホウ・ふだ
MJ016795	U+7255	15	ソウ・まど
MJ016802	U+7259	5	ガ・ゲ・きば・きばへん・は
MJ016803	U+7259	5	ガ・ゲ・きば・きばへん・は
MJ016804	U+725A	12	トウ・チョウ
MJ016837	U+727D	11	ケン・ひく
MJ016842	U+7280	11	サイ
MJ016886	U+72AE	5	ユウ・とも
MJ016890	U+72AF	6	ハン・ボン・おかす
MJ016894	U+72B3	6	シャク・ヒョウ・ヨウ
MJ016917	U+72CA	9	ケキ・キャク
MJ016923	U+72D0	8	コ・ゴ・きつね
MJ016924	U+72D0	8	コ・ゴ・きつね
MJ016941	U+72E1	9	コウ・ずるい・わるがしこい
MJ016996	U+731C	11	サイ・うたがう・そねむ
MJ017010	U+732B	12	ビョウ・ねこ
MJ017016	U+7330	12	アツ・エチ・カツ・ケチ・ケツ
MJ017022	U+7336	12	ユウ・ユ・ヨウ・キュウ・なお
MJ017024	U+7336	12	ユウ・ユ・ヨウ・キュウ・なお
MJ017025	U+7336	12	ユウ
MJ017027	U+7337	13	ユウ・ユ・はかる・はかりごと
MJ017050	U+734D	14	ケイ・キョウ
MJ017053	U+734F	14	ボ・モ・バク
MJ017055	U+7350	14	ショウ・ソウ・のろ
MJ017058	U+7352	15	ゴウ・いぬ
MJ017070	U+735E	15	トウ・ズ
MJ017075	U+7363	15	ジュウ・シュウ・シュ・けもの・けだもの
MJ017079	U+7366	16	カツ・カチ・リョウ・かり
MJ017089	U+7370	17	ドウ・わるい
MJ017092	U+7372	17	カク・ワク・コ・ゴ・ゲ・カ・える
MJ017101	U+737A	19	ダツ・タツ・かわうそ・おそ
MJ017109	U+7381	23	ケン
MJ017115	U+7387	11	ソツ・リツ・シュツ・シュチ・スイ・ルイ・リチ・セツ・ひきいる
MJ017121	U+7389	4	ギョク・ゴク・たま
MJ017129	U+7393	7	テキ・チャク・ひかる
MJ017140	U+739F	8	ビン・ミン・モン・バイ・メ・ブン
MJ017144	U+73A3	8	ヘン・ベン
MJ017171	U+73BA	10	ジ・しるし
MJ017188	U+73CA	9	サン・サツ・サチ・サンチ・さんち
MJ017189	U+73CA	9	サン・サンチ・さんち
MJ017194	U+73CE	9	チン・めずらしい
MJ017218	U+73E5	10	ジ・みみだま
MJ017228	U+73ED	10	ハン
MJ017236	U+73F5	11	ジョウ・チョウ・テイ
MJ017241	U+73F9	10	セイ・ジョウ
MJ017247	U+73FD	11	テイ・チョウ
MJ017261	U+740A	11	ヤ
MJ017283	U+7422	11	タク・みがく
MJ017304	U+7432	12	ハイ
MJ017307	U+7434	13	キン・こと
MJ017308	U+7434	13	キン・ゴン・こと
MJ017322	U+7441	12	マイ
MJ017328	U+7447	12	タイ・トク・ドク
MJ017333	U+744B	13	イ
MJ017335	U+744B	13	イ
MJ017342	U+7451	13	テン・チン・チ
MJ017353	U+745B	13	エイ・ヨウ
MJ017355	U+745C	13	ユ
MJ017360	U+745F	13	シツ・おおごと
MJ017363	U+7462	14	ヨウ・ユ
MJ017366	U+7463	14	サ・ちいさい
MJ017376	U+746C	14	リュウ
MJ017380	U+746E	14	リチ・リツ
MJ017382	U+746F	13	ロウ
MJ017385	U+7471	14	テン
MJ017401	U+747E	14	キン・コン・ギン
MJ017405	U+7481	15	ソウ
MJ017409	U+7483	15	リ
MJ017412	U+7485	18	サ
MJ017415	U+7488	15	ゴウ
MJ017416	U+7489	14	レン
MJ017419	U+748A	15	バン・ボン・マン・モン・あかい
MJ017421	U+748B	15	ショウ・ソウ・たま
MJ017432	U+7498	16	リン
MJ017444	U+74A1	15	シン
MJ017447	U+74A3	16	キ・ケ・ギ・たま
MJ017448	U+74A3	16	キ・たま
MJ017450	U+74A5	17	ケイ・キョウ
MJ017451	U+74A6	17	アイ
MJ017456	U+74A9	17	キョ
MJ017464	U+74B0	17	カン・ゲン・たまき
MJ017467	U+74B2	16	スイ・ズイ
MJ017496	U+74CA	19	ケイ・セン・ギョウ・ゼン・たま
MJ017497	U+74CA	19	ケイ・ギョウ・セン・ゼン・たま・に・さいころ
MJ017498	U+74CB	18	テキ
MJ017500	U+74CB	19	テキ
MJ017505	U+74CF	20	ロウ・リョウ・リュ・ル
MJ017514	U+74D8	22	カン
MJ017517	U+74DA	23	サン
MJ017519	U+74DC	5	カ・ケ・うり
MJ017520	U+74DC	5	カ・ケ・うり
MJ017523	U+74DE	10	テツ・デチ
MJ017525	U+74DF	10	ハク・ホウ・バク・ビョウ
MJ017526	U+74DF	10	ハク・ホウ・バク・ビョウ
MJ017528	U+74E0	11	コ・カク・ゴ・ワク・ひさご・ふくべ
MJ017530	U+74E0	11	コ・ひさご
MJ017532	U+74E2	16	ヒョウ・ひさご・ふくべ
MJ017534	U+74E3	20	ベン・ヘン・ハン・さね・はなびら
MJ017535	U+74E3	19	ベン・ヘン・ハン・さね・はなびら
MJ017537	U+74E4	22	ジョウ・ニョウ・ノウ・ドウ
MJ017549	U+74EE	9	もたい
MJ017550	U+74EF	9	オウ
MJ017553	U+74F0	9	デシグラム
MJ017558	U+74F4	10	レイ・かめ・かわら
MJ017573	U+7501	13	ビン
MJ017576	U+7504	14	ケン・シン・セン・ケイ・カイ・すえ
MJ017578	U+7504	14	ケン
MJ017579	U+7504	14	ケン
MJ017582	U+7506	15	シ・かめ
MJ017583	U+7506	15	シ
MJ017590	U+750C	16	オウ・ウ・オ・ほとぎ
MJ017592	U+750D	16	ボウ・ミョウ・ベイ・モウ・いらか
MJ017593	U+750D	15	ボウ・いらか
MJ017594	U+750D	15	ボウ・いらか
MJ017596	U+750E	14	セン・ゼン・かわら・しきがわら
MJ017600	U+7511	17	ソウ・ショウ・ジョウ・こしき
MJ017601	U+7511	17	ソウ・ショウ・ジョウ・こしき
MJ017602	U+7511	17	ソウ・こしき
MJ017607	U+7515	18	オウ・かめ・みか
MJ017608	U+7515	18	オウ・かめ・みか
MJ017626	U+7526	12	ソ・よみがえる
MJ017628	U+7527	14	
MJ017646	U+753B	8	カク・えがく
MJ017652	U+753E	9	サイ・シ
MJ017658	U+7543	8	シュン・いいつけ
MJ017662	U+7547	9	キン・ケン・イン・シュシ・シュン・ジュン
MJ017675	U+7554	10	ハン・バン・ほとり
MJ017682	U+7559	10	リュウ・ル・とめる・とどめる
MJ017692	U+7561	11	ガイ
MJ017707	U+7570	12	イ・こと・ことなる
MJ017727	U+7583	17	タン・トン・トウ・ツ
MJ017747	U+24D38	9	ギツ・ゴチ・キ・ケ
MJ017766	U+75B1	10	ホウ・もがさ
MJ017778	U+75BC	10	トウ・ズ・ドウ・いたむ・うずく
MJ017791	U+75CA	11	セン
MJ017796	U+75CE	11	カイ・ガイ・おこり
MJ017799	U+75D0	12	くせ
MJ017811	U+75DC	12	トク・かさ
MJ017840	U+75FB	13	コン・ビン・ミン
MJ017845	U+7600	13	オ・ヨ・やまい
MJ017850	U+7603	13	チョク・トク・ト・しもやけ
MJ017853	U+7608	14	ケイ・セイ・ゲイ・くるう
MJ017856	U+7609	14	ヨ・ユ・いえる
MJ017870	U+7616	14	イン・オン
MJ017875	U+761B	15	セイ・セツ・ケイ・ガイ・セチ
MJ017879	U+761F	14	オン・オツ・オチ・ウン
MJ017884	U+7622	15	ハン・バン・きず・きずあと
MJ017888	U+7626	14	ソウ・シュウ・シュ・やせる
MJ017891	U+7627	15	ギャク・おこり
MJ017894	U+7629	15	トウ
MJ017904	U+7634	16	ショウ・ソウ
MJ017913	U+763C	16	バク・マク
MJ017916	U+7641	17	フク・ボク
MJ017924	U+7647	17	カン・ひきつけ
MJ017933	U+7650	18	イ・カイ・ケ
MJ017936	U+7652	18	ユ・いえる
MJ017937	U+7652	18	ユ・いえる
MJ017944	U+7658	18	レイ・ライ・えやみ
MJ017953	U+7662	20	ショウ・ゾウ・ヨウ・かく・かさ・かゆい
MJ017954	U+7662	20	ヨウ・かゆい
MJ017957	U+7665	20	チョウ
MJ017962	U+7669	21	ライ
MJ017970	U+7671	23	タン
MJ017972	U+7672	24	テン
MJ017973	U+7672	24	テン・くるう
MJ017974	U+7672	24	テン
MJ017990	U+7682	7	ソウ・くろ
MJ017991	U+7680	7	ソウ・ヒュウ・ホウ・ヒキ・キュウ・キョウ・くろ
MJ017994	U+7684	8	テキ・まと
MJ018006	U+768D	9	ソク・つく・すなわち・もし
MJ018008	U+768E	11	キョウ・コウ・きよい・しろい
MJ018012	U+7693	12	コウ・ゴウ・ケ・カイ・しろい
MJ018027	U+769E	15	コウ・あきらか
MJ018033	U+76A3	17	ヨウ
MJ018038	U+76A7	18	アイ
MJ018049	U+76B0	10	ホウ・にきび
MJ018052	U+76B4	12	シュン・しわ・ひび
MJ018056	U+76B6	14	サ
MJ018058	U+76B7	14	コ・つづみ
MJ018073	U+76C6	9	ボン・ホン・はち
MJ018086	U+76D4	11	カイ・ケ・かぶと
MJ018094	U+76DB	12	セイ・ジョウ・もる・さかる・さかん
MJ018099	U+76DF	13	メイ・ちかう
MJ018104	U+76E3	15	カン
MJ018120	U+76F2	8	モウ・ボウ・ミョウ・めくら
MJ018124	U+76F4	8	チョク・ジキ・ただちに・なおす・なおる
MJ018133	U+76FB	9	ケイ・にらむ
MJ018143	U+7704	9	ベン・メン
MJ018160	U+7714	10	トウ
MJ018171	U+771E	10	シン・まこと
MJ018172	U+771E	10	シン・まこと
MJ018174	U+771F	10	シン・ま
MJ018175	U+771F	10	シン・ま・まこと・まことに
MJ018190	U+772B	10	ハン・ベイ
MJ018202	U+7737	11	ケン・かえりみる
MJ018212	U+7740	11	チャク・ジャク・きる・きせる・つく・つける
MJ018223	U+774A	11	エン
MJ018241	U+775B	13	セイ・ショウ・ひとみ
MJ018259	U+776D	13	チュウ・チュ
MJ018264	U+7770	14	バツ・マチ
MJ018274	U+7779	13	ト・みる
MJ018286	U+7784	14	ビョウ
MJ018294	U+778B	15	シン・いからす・いかる
MJ018298	U+778E	15	カツ・ケチ・かため
MJ018299	U+778E	15	カツ・かため
MJ018305	U+7795	16	ショウ・ソウ
MJ018319	U+77A2	16	ベツ・ボウ・ミョウ・ム・メチ・モウ・モ・くらい・はじる
MJ018322	U+77A5	17	ベツ・ハイ・ヘイ・ヘツ・ヘチ・ヘ
MJ018330	U+77AC	17	シュン・またたく
MJ018332	U+77AC	17	シュン・またたく
MJ018338	U+77B1	17	ヨウ
MJ018341	U+77B3	17	ドウ・ひとみ
MJ018343	U+77B5	17	リン・レン
MJ018363	U+77C7	19	モウ・ボウ・モ・くらい・めしい
MJ018364	U+77C7	18	モウ・くらい・めしい
MJ018368	U+77CC	20	コウ・あきらか・むなしい
MJ018375	U+77D2	20	ボウ
MJ018383	U+77D7	24	チク・シュク・チュウ・チュ・なおい
MJ018402	U+77E9	10	ク・かねざし・のり・かね
MJ018410	U+77F1	19	ワク
MJ018432	U+7809	9	ケキ・キャク・カク
MJ018441	U+7811	9	ゲ・ガ
MJ018470	U+7832	10	ホウ・ホク・ハク・バク・ヒョウ・おおづつ
MJ018494	U+784E	13	ケイ・コウ・ギョウ
MJ018496	U+784F	11	ケン・とぐ
MJ018502	U+785D	12	ショウ
MJ018518	U+786B	11	リュウ
MJ018521	U+786C	12	コウ・かたい
MJ018524	U+786E	12	カク・たしか
MJ018530	U+7874	13	かき
MJ018534	U+787A	13	タク・チョク・うつ
MJ018535	U+787B	13	コウ・キョウ
MJ018537	U+787C	13	ホウ・ヒョウ
MJ018556	U+788C	13	ロク・ラク・リョク
MJ018578	U+78A3	13	ケツ・ゲチ・ゲイ・カチ・エチ・いしぶみ
MJ018580	U+78A4	14	エイ・ヨウ
MJ018592	U+78B0	13	はえ
MJ018599	U+78BA	16	カク・たしかめる
MJ018608	U+78C1	15	ジ
MJ018615	U+78C5	15	ホウ・ヒョウ・ポンド
MJ018623	U+78CC	15	テン
MJ018625	U+78CD	15	カツ・ゲチ・アツ・エチ
MJ018632	U+78D3	14	タイ・ツイ・おとす
MJ018634	U+78D4	15	タク・チャク・さく・はりつけ
MJ018636	U+78D4	16	タク・さく・はりつけ
MJ018637	U+78D4	16	タク・さく・はりつけ
MJ018654	U+78E8	16	マ・バ・みがく
