MJ文字図形名	対応UCS	読み
MJ018813	U+7960	シ・ジ・ほこら・まつる
MJ018815	U+7961	サイ・サ・ゼ・ジャ
MJ018818	U+7962	デイ・デ・ナイ・ネ・かたしろ
MJ018819	U+7962	デイ
MJ018820	U+7962	デイ
MJ018821	U+7962	デイ・ナイ・セン・ネ
MJ018822	U+7963	リョ・ロ
MJ018828	U+7967	チョウ・おたまや
MJ018833	U+796B	コウ
MJ018836	U+796C	シ
MJ018839	U+796E	コウ・いのる
MJ018845	U+7971	スイ・セイ・セ・ライ・レ
MJ018847	U+7971	スイ・まつり
MJ018848	U+7972	シン
MJ018850	U+7973	シン・ジン
MJ018852	U+7974	カイ・カツ
MJ018857	U+797A	キ・さいわい
MJ018859	U+797B	コ・ク・まつり
MJ018861	U+797C	カン
MJ018864	U+797E	リョウ・ロウ
MJ018868	U+797F	ロク・リョク・さいわい・ふち
MJ018870	U+7980	ヒン・リン・ホン・うける
MJ018872	U+7982	トウ・チュ・いのる
MJ018877	U+7984	ロク
MJ018879	U+7984	ロク・さいわい・ふち
MJ018880	U+7985	ゼン
MJ018885	U+798A	ケイ・カツ・はらう・みそぎ
MJ018886	U+798A	ケイ・ゲイ・カツ・ケチ・はらう・みそぎ
MJ018888	U+798A	ケイ・カツ・はらう・みそぎ
MJ018889	U+798A	ケイ・はらう・みそぎ
MJ018890	U+798B	イン・エン・まつる
MJ018897	U+798F	フク
MJ018900	U+7991	グ・ゴ
MJ018903	U+7992	セン・ロク・ひもろぎ
MJ018905	U+7993	ショウ・ヨウ
MJ018907	U+7994	シ・テイ・ダイ・さいわい・やすらか
MJ018909	U+7995	イ・よい
MJ018910	U+7995	イ
MJ018911	U+7995	イ
MJ018913	U+7995	イ
MJ018914	U+7996	バイ・メ
MJ018916	U+7997	シ
MJ018918	U+7998	テイ・ダイ
MJ018920	U+7998	テイ・ダイ
MJ018921	U+799A	シャク
MJ018927	U+799D	ショク・シキ
MJ018929	U+799D	ショク
MJ018930	U+799D	ショク
MJ018935	U+79A0	シ・キ・イ・さいわい
MJ018937	U+79A1	バ・メ
MJ018944	U+79A7	キ・さいわい
MJ018948	U+79A8	キ・きざはし
MJ018950	U+79A8	シ・まつる
MJ018951	U+79A9	シ・まつる
MJ018953	U+79A9	シ・まつる
MJ018955	U+79AA	セン・ゼン・ゆずる
MJ018956	U+79AB	タン・しずか
MJ018958	U+79AB	タン・ドン
MJ018959	U+79AC	カイ・はらい
MJ018961	U+79AD	スイ・ズイ
MJ018963	U+79AD	スイ・ズイ
MJ018964	U+79AE	レイ・ライ・いや
MJ018968	U+79B0	ネ・デイ・ナイ・セン
MJ018970	U+79B0	ネ・デイ・かたしろ
MJ018971	U+79B1	トウ・いのる・まつる
MJ018974	U+79B3	ジョウ・はらう
MJ018976	U+79B4	ヤク・ヨウ・うすい
MJ018982	U+79B8	ジュウ・ニュ
MJ018986	U+79BB	チ・リ
MJ018989	U+79BD	キン・ゴン・とり
MJ019032	U+79E4	ショウ・ビン・テイ・チョウ・はかり
MJ019046	U+79F0	ショウ・となえる
MJ019072	U+7A09	コウ・うるち・ぬか
MJ019074	U+7A0B	テイ・ジョウ・ほど
MJ019078	U+7A0D	ショウ・やや・ようやく
MJ019088	U+7A17	ハイ・ヒ・ベ・ひえ
MJ019094	U+7A1C	リョウ・ロウ・いつ・かど
MJ019100	U+7A20	チュウ・チョウ・ジュ・ジョウ・おおい
MJ019106	U+7A27	ケイ・ゲイ・ケツ・ケチ
MJ019107	U+7A27	ケイ・ケツ・ゲイ・ケチ・わら・みそぎ
MJ019118	U+7A31	ショウ・となえる
MJ019119	U+7A31	ショウ・となえる
MJ019123	U+7A35	シ・シュウ
MJ019131	U+7A3B	トウ・ドウ・いね
MJ019134	U+7A3C	カ・かせぐ
MJ019139	U+7A3F	コウ
MJ019150	U+7A49	チ
MJ019153	U+7A4B	リク・ロク・キュウ・ク・グ
MJ019159	U+7A4F	オン・おだやか
MJ019168	U+7A57	スイ・ズイ・ほ
MJ019169	U+7A57	スイ・ズイ・ほ
MJ019176	U+7A5C	トウ・ズ・ショウ・シュ・おくて
MJ019178	U+7A5F	スイ・ほ
MJ019183	U+7A62	エ・ワイ・アイ・けがれ・けがれる
MJ019184	U+7A62	エ・ワイ・アイ・けがれ・けがれる
MJ019192	U+7A69	オン・おだやか
MJ019195	U+7A6B	カク・ワク・ギャク・コ・ゴ・かる
MJ019204	U+7A74	ケツ・あな
MJ019211	U+7A7A	クウ・そら・あく・あける・から
MJ019217	U+7A7F	セン・エン・オン・うがつ
MJ019218	U+7A7F	セン・うがつ
MJ019219	U+7A7F	セン・うがつ
MJ019230	U+7A8A	ワ・くぼむ
MJ019241	U+7A95	チョウ・ヨウ
MJ019243	U+7A96	コウ・あなぐら
MJ019245	U+7A97	ソウ・まど
MJ019249	U+7A99	コウ
MJ019263	U+7AA8	イン・オン
MJ019267	U+7AAB	アツ・エチ
MJ019269	U+7AAC	トウ・ユ・うがつ
MJ019272	U+7AAE	キュウ・きわめる・きわまる
MJ019278	U+7AB3	ユ・ワ・エ・いびつ・おこたる・ひくい・ゆがむ
MJ019281	U+7AB4	テン
MJ019289	U+7ABB	ソウ
MJ019294	U+7ABF	リュウ・リュ
MJ019300	U+7AC4	ザン・サン・サイ・セ・かくれる・のがれる
MJ019305	U+7AC8	ソウ・かまど
MJ019321	U+7AD5	デシリットル
MJ019331	U+7ADF	ケイ・キョウ・おわる・ついに
MJ019333	U+7AE0	ショウ・あや
MJ019336	U+7AE3	シュン・セン・おわる
MJ019340	U+7AE5	ドウ・わらべ
MJ019347	U+7AEB	セイ・ジョウ・やすい
MJ019350	U+7AED	ケツ・つくす
MJ019352	U+7AEE	ヘイ・ビョウ
MJ019356	U+7AF1	セン・テン・タン・ひとしい・ひとしくする
MJ019381	U+7B08	キュウ・ゴウ・ギュウ・キョウ・ソウ・おい
MJ019382	U+7B08	キュウ・おい
MJ019451	U+7B4C	セン・うえ
MJ019456	U+7B51	チク
MJ019458	U+7B51	チク
MJ019483	U+7B6C	セイ・ジョウ・おさ
MJ019485	U+7B6D	サン・かぞえる
MJ019491	U+7B72	ソウ・めしびつ
MJ019495	U+7B75	エン・むしろ
MJ019496	U+7B75	エン・むしろ
MJ019519	U+7B8F	ソウ・ショウ・こと
MJ019521	U+7B90	セイ・セン・ショウ
MJ019524	U+7B92	シュウ・ほうき
MJ019531	U+7B99	フク・ブク・えびら
MJ019534	U+7B9B	コ・ク
MJ019537	U+7B9C	ク・コウ
MJ019540	U+7B9E	ケン・うつぼ
MJ019541	U+2E152	
MJ019542	U+7B9E	ケン
MJ019543	U+7B9E	ケン・うつぼ
MJ019546	U+7BA0	スイ・ツイ・むち
MJ019554	U+7BAC	ジャク・ニャク
MJ019555	U+7BAD	セン・や
MJ019567	U+7BB8	チョ・ト・チャク・はし
MJ019577	U+7BC0	セツ・セチ・ふし
MJ019583	U+7BC4	ハン・のり
MJ019584	U+7BC4	ハン・コウ・ボン・あれる・のり
MJ019587	U+7BC6	テン
MJ019590	U+7BC7	ヘン・ベン
MJ019593	U+7BC9	チク・きずく
MJ019610	U+7BDD	コウ・ク・かがり・ふせご
MJ019614	U+7BE0	ショウ・しの
MJ019619	U+7BE3	ホウ
MJ019634	U+7BF3	ヒツ・ヒチ・ヒ・まがき
MJ019636	U+7BF4	テキ・チク・ふえ
MJ019640	U+7BF7	ホウ・とま
MJ019642	U+7BF7	ホウ・とま
MJ019650	U+7BFE	ベツ・メチ
MJ019661	U+7C09	ショウ・そえ
MJ019663	U+7C09	シュウ・そえ
MJ019674	U+7C13	ささら
MJ019675	U+7C13	ささら
MJ019685	U+7C1F	テン・デン・たかむしろ
MJ019695	U+7C27	コウ・した
MJ019698	U+7C2A	シン・サン・ザン・かんざし
MJ019699	U+7C2A	シン・サン・ザン・かんざし
MJ019701	U+7C2A	シン・サン・かんざし
MJ019708	U+7C34	キョ・ゴ
MJ019710	U+7C36	ロク
MJ019717	U+7C3B	タ・カ・むち・むちうつ
MJ019722	U+7C3E	レン・す・すだれ
MJ019723	U+7C3E	レン・す・すだれ
MJ019724	U+7C3F	ボ・ホ・ブ・ハク・バク・ヘキ・ビャク
MJ019731	U+7C46	ワク
MJ019738	U+7C4D	セキ・ジャク・シャ・ふみ
MJ019741	U+7C50	トウ・ドウ・とう
MJ019743	U+7C50	トウ・ドウ・とう
MJ019745	U+7C51	セン・カン
MJ019752	U+7C58	トウ
MJ019754	U+7C58	トウ
MJ019760	U+7C5C	タク
MJ019764	U+7C5F	ライ・ふえ
MJ019766	U+7C60	ロウ・ル・リョウ・リュ・かご・こ・こめる
MJ019767	U+7C60	ロウ・ル・リョウ・リュ・かご・こめる・こもる
MJ019768	U+7C60	リュ・リョウ・ル・ロウ・かご・こ・こめる・こもる
MJ019775	U+7C67	キョ
MJ019777	U+7C67	キョ・ゴ・コ
MJ019778	U+7C69	ヘン・たかつき
MJ019779	U+7C69	ヘン・たかつき
MJ019782	U+7C6A	タン
MJ019785	U+7C6C	リ・まがき
MJ019789	U+7C6F	エイ
MJ019802	U+7C7B	ルイ
MJ019805	U+7C7E	ジ・もみ
MJ019807	U+7C7E	もみ
MJ019812	U+7C82	くめ
MJ019820	U+7C89	フン・こ・こな
MJ019828	U+7C90	ぬか
MJ019833	U+7C94	キョ
MJ019851	U+7CA6	リン・おにび
MJ019858	U+7CAE	リョウ・かて
MJ019865	U+7CB3	コウ・うるち
MJ019878	U+7CC0	こうじ
MJ019879	U+7CC0	こうじ
MJ019881	U+7CC2	サン・ジン
MJ019903	U+7CD6	トウ・ドウ・あめ
MJ019907	U+7CD8	すくも
MJ019908	U+7CD9	ソウ・ゾウ・あらい・くろごめ
MJ019911	U+7CDA	ソウ・ショウ
MJ019915	U+7CDC	ビ・ただれる
MJ019921	U+7CE1	キョウ・ゴウ
MJ019923	U+7CE2	モ・かた・のっとる
MJ019938	U+7CF2	レイ・ラツ・ラチ・ライ・あらい・くろごめ
MJ019941	U+7CF4	テキ・かいよね
MJ019943	U+7CF5	ゲツ・こうじ
MJ019945	U+7CF6	チョウ・うりよね
MJ019952	U+7CFE	キュウ・ク・キョウ・あざなう
MJ019956	U+7D00	キ・おさめる・しるす・のり
MJ019957	U+7D00	キ・おさめる・のり・しるす
MJ019958	U+7D00	キ
MJ019966	U+7D04	ヤク・アク・ヨウ・ケキ・キャク・テキ・つづめる
MJ019972	U+7D08	ガン・しろぎぬ
MJ019976	U+7D0A	ビン・ブン・みだれる
MJ019978	U+7D0B	モン
MJ019980	U+7D0D	ノウ・ナッ・ナ・ナン・トウ・ドウ・おさめる・おさまる
MJ019982	U+7D0D	ノウ・ナッ・ナ・ナン・トウ・おさめる・おさまる
MJ019991	U+7D14	ジュン・きいと
MJ020001	U+7D1A	キュウ・しな
MJ020003	U+7D1B	フン・まぎれる・まぎらす・まぎらわす・まぎらわしい
MJ020018	U+7D2B	シ・むらさき
MJ020046	U+7D42	シュウ・シュ・おわる・おえる
MJ020053	U+7D46	バン・ハン・きずな・つなぐ
MJ020075	U+7D58	シ
MJ020080	U+7D5C	カツ・ケイ・ケチ・ケツ・いさぎよい・きよい・はかる
MJ020081	U+7D5C	ケツ・ケイ
MJ020083	U+7D5C	カツ・ケイ・ケチ・ケツ・いさぎよい・きよい・はかる・きよし
MJ020086	U+7D5E	コウ・しぼる・しめる・しまる
MJ020092	U+7D63	ホウ・ヘイ・かすり
MJ020105	U+7D6F	カイ・ガイ
MJ020107	U+7D71	トウ・すべる
MJ020111	U+7D73	コウ・あか
MJ020112	U+7D73	コウ・あか
MJ020117	U+7D79	ケン・きぬ
MJ020128	U+7D81	ホウ
MJ020134	U+7D86	コウ・ヘイ・ハン・キョウ・ヒョウ・つるべなわ
MJ020135	U+7D86	コウ・ヘイ・ハン・キョウ・ヒョウ・つるべなわ
MJ020145	U+7D8F	スイ・やすい
MJ020151	U+7D93	ケイ・へる
MJ020162	U+7D9B	かすり・かせ
MJ020164	U+7D9B	かすり・かせ
MJ020169	U+7D9F	レイ・ライ・レツ・レチ・もじ
MJ020171	U+7DA0	リョク・ロク・みどり
MJ020174	U+7DA2	チュウ・チョウ・トウ・ジュ・ジョウ・まとう
MJ020176	U+7DA3	ケン
MJ020184	U+7DAA	セイ・セン・ソウ・ショウ
MJ020189	U+7DAE	ケイ・エイ・キョウ
MJ020194	U+7DB2	モウ・ボウ・あみ
MJ020200	U+7DB5	サイ・あや・あやぎぬ
MJ020205	U+7DB9	リュウ・ル
MJ020211	U+7DBE	リョウ・あや
MJ020224	U+7DC7	シ
MJ020229	U+7DCB	ヒ・あか
MJ020234	U+7DCF	ソウ
MJ020247	U+7DDD	シュウ・つむぐ
MJ020251	U+7DE0	テイ・しまる・しめる
MJ020254	U+7DE2	ボウ・ミョウ・ビョウ
MJ020256	U+7DE3	エン・タン・ふち
MJ020261	U+7DE8	ヘン・あむ
MJ020263	U+7DE9	カン・ケン・ガン・ゆるい・ゆるやか・ゆるむ・ゆるめる
MJ020269	U+7DEF	イ・よこいと
MJ020271	U+7DEF	イ・よこいと
MJ020272	U+7DF0	シュ・ヨウ・トウ・ズ・ユ
MJ020290	U+7E01	エン・ふち
MJ020292	U+7E02	ソウ・ス・すべて
MJ020299	U+7E0A	イ・くびる・くびれる
MJ020300	U+7E0A	イ・くびる・くびれる
MJ020301	U+7E0B	ツイ・すがる
MJ020303	U+7E0C	ゲキ・ギャク
MJ020319	U+7E1B	バク・ヒャク・ハ・バ・フ・ブ・しばる
MJ020323	U+7E1D	シン・チン・こまか・むすぶ・ひとえ・くろい・しん
MJ020327	U+7E1F	ジョク・しげし
MJ020330	U+7E22	トウ・ドウ・かな・からげる・むかばき
MJ020332	U+7E22	かな・からげる・むかばき
MJ020338	U+7E27	トウ
MJ020345	U+7E2B	ホウ・ブ・フウ・ぬう
MJ020347	U+7E2C	シュク
MJ020349	U+7E2D	リ・チ
MJ020357	U+7E35	マン・バン
MJ020359	U+7E35	マン
MJ020361	U+7E36	チュウ・つなぐ
MJ020365	U+7E3A	レン・もつれ・もつれる
MJ020368	U+7E3B	ビ
MJ020371	U+7E3D	ソウ・ス・すべて
MJ020379	U+7E43	ホウ・ヒョウ・まく
MJ020382	U+7E44	エイ・イ
MJ020384	U+7E45	ソウ
MJ020386	U+7E46	ボク・ビュウ・あやまる・まとう
MJ020399	U+7E52	ショウ・ソウ・いぐるみ・きぬ・たかい
MJ020402	U+7E54	ショク・シキ・おる
MJ020423	U+7E68	タツ
MJ020425	U+7E69	ショウ・ジョウ・ヨウ・ビン・ミン・なわ
MJ020428	U+7E6A	カイ・エ・ケ・ししゅうする
MJ020432	U+7E6D	ケン・まゆ
MJ020433	U+7E6D	ケン・まゆ
MJ020443	U+7E76	オク・ヨク・イキ
MJ020445	U+7E78	スイ・ズイ
MJ020448	U+7E79	エキ・たずねる・ぬく
MJ020452	U+7E7C	ケイ・つぐ
MJ020454	U+7E7D	ヒン
MJ020455	U+7E7D	ヒン
MJ020456	U+7E7E	ケン・キン
MJ020470	U+7E8A	コウ・わた・わたいれ
MJ020479	U+7E92	テン・デン・まとい
MJ020480	U+7E92	テン・まとう
MJ020504	U+7F3C	ケキ・キャク
MJ020508	U+7F3E	ヘイ・ビョウ・ビン・かめ
MJ020518	U+7F48	タン・ドン・びん・かめ
MJ020526	U+7F50	カン・かま
MJ020531	U+7F54	ボウ・モウ・ム・あみ・しいる・ない
MJ020532	U+7F54	ボウ・モウ・あみ・しいる・ない
MJ020539	U+7F5B	コ・ク
MJ020556	U+7F6A	ザイ・つみ
MJ020568	U+7F76	リュウ
MJ020573	U+7F7A	ソウ
MJ020579	U+7F7F	ショウ・シュ・トウ・ズ
MJ020583	U+7F83	ベキ・ミャク
MJ020596	U+7F8F	ヨウ・よい・うるわしい
MJ020605	U+7F95	ヨウ
MJ020606	U+7F95	ヨウ
MJ020615	U+7F9E	シュ・シュウ・はじる
MJ020619	U+7FA1	イ
MJ020620	U+7FA1	イ
MJ020633	U+7FAD	ユ
MJ020635	U+7FAE	コウ・ロウ・あつもの
MJ020637	U+7FAF	カツ・ケツ
MJ020638	U+7FAF	カツ
MJ020644	U+7FB5	フン
MJ020648	U+7FB8	ルイ・レン・つかれる・よわい
MJ020651	U+7FBB	ゴウ・ギョウ
MJ020659	U+7FC1	オウ・ヨウ・ユ・おきな
MJ020661	U+7FC1	オウ
MJ020666	U+7FC5	シ・つばさ
MJ020668	U+7FC6	スイ・みどり
MJ020673	U+7FCA	ヨク
MJ020675	U+7FCC	ヨク・イク
MJ020682	U+7FD2	シュウ・ジュウ・ならう
MJ020685	U+7FD4	ショウ・ゾウ・かける・とぶ
MJ020688	U+7FD5	キュウ・あう
MJ020696	U+7FE0	スイ・かわせみ・みどり
MJ020698	U+7FE0	スイ・かわせみ・みどり
MJ020700	U+7FE1	ヒ
MJ020701	U+7FE1	ヒ
MJ020708	U+7FE6	セン
MJ020709	U+7FE6	セン
MJ020712	U+7FE9	ヘン・ベン・ひるがえる
MJ020714	U+7FE9	ヘン・ひるがえる
MJ020716	U+7FEB	ガン・もてあそぶ
MJ020718	U+7FEB	ガン・もてあそぶ
MJ020723	U+7FF0	カン・ガン・はね・ふで
MJ020725	U+7FF0	カン・やまどり
MJ020731	U+7FF3	エイ・かげ・かげる・かざす
MJ020737	U+7FF9	ギョウ・あげる
MJ020739	U+7FFB	ホン・ハン・ヘン・ひるがえる・ひるがえす
MJ020742	U+7FFC	ヨク・つばさ・たすける
MJ020743	U+7FFC	ヨク・ヨキ・つばさ
MJ020744	U+7FFC	ヨク・つばさ
MJ020747	U+7FFE	ケン
MJ020749	U+8000	ヨウ・かがやく
MJ020754	U+8003	コウ・かんがえる
MJ020768	U+8012	ライ・リョク・リキ・すき・らいすき・くる・きたる・きたす
MJ020772	U+8015	コウ・キョウ・たがやす
MJ020776	U+8017	モウ・コウ・ボウ・へる
MJ020779	U+8018	ウン
MJ020781	U+8019	ハ
MJ020785	U+801C	シ・ジ・すき
MJ020786	U+801C	シ・すき
MJ020792	U+8021	ジョ・すく
MJ020797	U+8028	ドウ・ジョク・くさぎる・くわ
MJ020798	U+8028	ドウ・ジョク・くさぎる・くわ
MJ020817	U+8036	ヤ・や
MJ020819	U+8037	トウ・チョウ
MJ020845	U+8056	セイ・ショウ・ひじり
MJ020847	U+8056	セイ
MJ020857	U+805F	セイ・むこ
MJ020859	U+8060	ヘイ・ヒョウ
MJ020872	U+8070	ソウ・さとい
MJ020873	U+8070	ソウ・ス
MJ020877	U+8072	セイ・ショウ・こえ
MJ020879	U+8073	ショウ・そびえる
MJ020881	U+8074	チョウ・きく
MJ020884	U+8076	ショウ・ジョウ・ささやく
MJ020886	U+8077	ショク・つかさ
MJ020887	U+8077	ショク
MJ020890	U+8079	ネイ
MJ020893	U+807C	テイ・チョウ・チン・きく
MJ020896	U+807D	テイ・チョウ・きく
MJ020898	U+807E	ロウ
MJ020899	U+807E	ロウ・ル
MJ020907	U+8087	チョウ・ジョウ・トウ・ドウ・はじめ・はじめる
MJ020918	U+808E	コウ・がえんじる
MJ020924	U+8093	コウ
MJ020927	U+8096	ショウ・にる・かたどる・あやかる
MJ020937	U+809E	サ
MJ020946	U+80A8	ホウ・フ
MJ020948	U+80A9	ケン・カン・ゲン・コン・ゴン・かた
MJ020952	U+80AD	ジク・ニク
MJ020954	U+80AD	ドツ
MJ020959	U+80B2	イク・そだつ・そだてる
MJ020968	U+80BA	ハイ・ヘ
MJ020982	U+80CD	コ・ク・カ・ケ・ゴ
MJ020994	U+80D6	ハン・バン・ゆたか
MJ021002	U+80DE	ホウ・ヒョウ・フウ・フ・ビョウ・えな
MJ021014	U+80EE	ホウ・ボウ
MJ021019	U+80F2	カイ
MJ021040	U+8106	ゼイ・もろい
MJ021042	U+8108	ミャク・バク・すじ
MJ021044	U+8108	ミャク
MJ021072	U+8129	シュウ・ユウ・チョウ・ショウ・シュ・ウ・おさめる
MJ021120	U+8153	ヒ・こむら
MJ021122	U+8154	コウ・ク
MJ021133	U+8160	ソウ・シュ
MJ021139	U+8164	アン・オン
MJ021152	U+8170	ヨウ・こし
MJ021154	U+8171	キン・ケン
MJ021156	U+8173	キャク・カク・あし
MJ021159	U+8174	ユ・あぶら・こえる
MJ021165	U+8179	フク・はら
MJ021169	U+817F	タイ・テ・もも
MJ021171	U+8180	ボウ・ホウ
MJ021176	U+8184	
MJ021177	U+8184	シュウ・シュ・かける・やせる
MJ021180	U+8187	ツイ
MJ021184	U+818A	ハク・ほじし
MJ021187	U+818B	リョウ
MJ021204	U+819C	マク・バク・ボ・モ
MJ021207	U+819E	シュン・ジュン・セン・ゼン
MJ021210	U+81A0	コウ・キョウ・にかわ
MJ021215	U+81A4	ゆき
MJ021228	U+81B1	ショク・シキ
MJ021233	U+81B5	スイ・すい
MJ021234	U+81B5	スイ
MJ021236	U+81B8	スイ・イ
MJ021239	U+81B9	フン・ブン・ヒ・ビ
MJ021254	U+81C6	オク・ヨク・イキ・イ・むね・おくする
MJ021257	U+81C8	ロウ・カツ・カチ
MJ021258	U+81C8	ロウ・カツ・カチ
MJ021274	U+81D7	カン・コン
MJ021283	U+81DF	ゾウ・ソウ・はらわた
MJ021292	U+81E7	ゾウ・ソウ・くら・はらわた・おさめる・しもべ・よい・かくす
MJ021306	U+81F4	チ・いたす
MJ021313	U+81F9	シュウ・シュ・すすむ・ならう
MJ021318	U+81FD	カン・ゲン・コン
MJ021319	U+81FE	ユ・ヨウ・ヨ・キ・ギ
MJ021322	U+81FF	ソウ・ショウ
MJ021324	U+8200	ヨウ・ユ・ユウ・くむ
MJ021325	U+8200	ヨウ・ユ・ユウ・くむ
MJ021327	U+8201	ヨ・キョ・コ・かく
MJ021328	U+8201	ヨ
MJ021330	U+8202	ショウ・シュ・ソウ・つく
MJ021333	U+8204	シャク・サク・セキ・タク・くつ
MJ021341	U+820A	キュウ・グ・ク・ふるい・もと
MJ021344	U+820C	ゼツ・した
MJ021351	U+8211	タン
MJ021353	U+8212	ショ・ジョ
MJ021355	U+8218	カン・やかた・たち・たて
MJ021366	U+821B	セン・シュン・ます・そむく
MJ021367	U+821B	セン・シュン・ます・そむく
MJ021368	U+821B	セン・ます
MJ021369	U+821C	シュン
MJ021370	U+821C	シュン
MJ021372	U+821D	カツ・ゲチ・くさび
MJ021374	U+821E	ブ・まう・まい
MJ021385	U+8229	セン・ふね
MJ021391	U+822E	ロ・とも・へさき
MJ021399	U+8238	カ・ふね
MJ021401	U+8239	セン・ふね・ふな
MJ021402	U+8239	セン・ふね・ふな
MJ021408	U+8240	フ・はしけ
MJ021416	U+8247	テイ
MJ021428	U+8255	ホウ・もやいぶね
MJ021431	U+8257	ゲキ・ギャク・へさき
MJ021433	U+8258	ソウ・ショウ・シュウ・シュ・ふね
MJ021435	U+8258	ソウ・ショウ・シュウ・シュ・ふね
MJ021441	U+825D	そり
MJ021444	U+825F	ドウ・トウ・ズ・ショウ・シュ・ふね
MJ021451	U+8265	シュウ
MJ021455	U+8267	ワク
MJ021457	U+8268	モウ・ボウ・モ・ふね
MJ021458	U+8268	モウ・ふね
MJ021464	U+826D	ソウ
MJ021466	U+826E	コン・うしとら
MJ021469	U+8271	カン・かたい
MJ021477	U+8275	ヘイ・ビョウ・ヒョウ
MJ021484	U+827B	ロク・キョク
MJ021488	U+827D	キュウ・キ・コウ・キョウ・グ・ギ・しとね
MJ021490	U+827E	ガイ・ゲ・おさめる・かる・もぐさ・よもぎ
MJ021491	U+827E	ガイ・おさめる・かる・もぐさ・よもぎ
MJ021493	U+827F	ジョウ・ジ・デイ・ニョウ・ニ
MJ021495	U+8280	チョウ・ジョウ・ショウ
